path,total_conversions,total_null,total_conversion_value
Referral > Referral > Referral > Referral,0.0,2.0,0
Referral > Referral > Referral > Referral > Referral,0.0,1.0,0
Referral > Referral > Referral > Referral > Referral > Direct,0.0,1.0,0
Referral > Social,0.0,13.0,0
Referral > Social > Direct,0.0,1.0,0
Referral > Social > Direct > Direct,0.0,1.0,0
Referral > Social > Direct > Direct > Direct,0.0,1.0,0
Referral > Social > Organic Search,0.0,1.0,0
Referral > Social > Referral,0.0,1.0,0
Referral > Social > Social,0.0,1.0,0
Referral > Social > Social > Social,0.0,1.0,0
Social,15.0,2990.0,0
Social > Direct,6.0,121.0,0
Social > Direct > Direct,0.0,22.0,0
Social > Direct > Direct > Direct,1.0,8.0,0
Social > Direct > Direct > Direct > Direct,0.0,5.0,0
Social > Direct > Direct > Direct > Direct > Direct,0.0,2.0,0
Social > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Social > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Social > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Social > Direct > Direct > Organic Search,0.0,2.0,0
Social > Direct > Organic Search,0.0,4.0,0
Social > Direct > Paid Search,0.0,1.0,0
Social > Direct > Referral,0.0,1.0,0
Social > Direct > Referral > Paid Search,0.0,1.0,0
Social > Direct > Referral > Paid Search > Organic Search,0.0,1.0,0
Social > Direct > Referral > Paid Search > Organic Search > Direct,0.0,1.0,0
Social > Display,0.0,1.0,0
Social > Organic Search,0.0,23.0,0
Social > Organic Search > Direct,0.0,1.0,0
Social > Organic Search > Direct > Direct,0.0,1.0,0
Social > Organic Search > Direct > Direct > Direct,0.0,1.0,0
Social > Organic Search > Direct > Direct > Direct > Direct,0.0,1.0,0
Social > Organic Search > Organic Search,0.0,1.0,0
Social > Paid Search,0.0,1.0,0
Social > Paid Search > Social,0.0,1.0,0
Social > Referral,0.0,19.0,0
Social > Referral > Direct,0.0,1.0,0
Social > Referral > Social,0.0,7.0,0
Social > Referral > Social > Social,0.0,2.0,0
Social > Social,0.0,22.0,0
Social > Social > Referral,0.0,1.0,0
Social > Social > Social,0.0,3.0,0
